text,labels
"Each year pilgrims wearing white robes , symbolizing equality , converge on Islamic holy sites in Saudi Arabia for five days of rituals , prayer and communion with fellow Muslims .",O O O O O O O O O O O O O O O O B-geo I-geo O B-tim O O O O O O O O O O O
Iraqi officials say two Iraqi policemen and two civilians have been mistakenly killed by U.S. troops after a U.S. convoy was bombed south of Baghdad .,B-gpe O O O B-gpe O O O O O O O O O B-geo O O O B-geo O O O O O B-geo O
"U.S. military officials have not commented on the incident , which the Iraqi Interior Ministry said occurred late Saturday in an area known as the triangle of death .",B-geo O O O O O O O O O O O B-gpe B-org I-org O O O B-tim O O O O O O O O O O
The government of Nepal is responding to international criticism of controversial municipal elections held earlier this week .,O O O B-gpe O O O O O O O O O O O O O O
"In a separate incident , U.S. authorities have expressed deep regret for the mistaken bombing Saturday of a house near the northern city of Mosul .",O O O O O B-geo O O O O O O O O O B-tim O O O O O O O O B-geo O
U.S. officials say five people were killed when U.S. airstrikes hit the wrong house .,B-geo O O O O O O O B-geo O O O O O O
Witnesses and journalists say 14 were killed .,O O O O O O O O
U.S. officials say a probe is continuing .,B-geo O O O O O O O
"Meanwhile , authorities say seven Ukrainians and a Kazakh soldier were killed Sunday while trying to detonate an ammunition cache southwest of the capital , in Wasit province .",O O O O O O O O B-gpe O O O B-tim O O O O O O O O O O O O O B-geo O O
"Elsewhere , police in Samarra say assassins have gunned down the city 's deputy police chief in a drive-by shooting .",O O O O B-geo O O O O O O O O O O O O O O O O
"Thousands of Ugandans turned out today for the official state funeral of the country s founding father and two-time president , Milton Obote .",O O B-gpe O O B-tim O O O O O O O O O O O O O O O B-per I-per O
"The managing editor of the daily Monitor newspaper in Kampala , Peter Mwesige , says it was attended by government officials , political supporters and relatives of the former leader .",O O O O O O O O O B-geo O B-per I-per O O O O O O O O O O O O O O O O O O
But he told VOA reporter Shaka Ssali that Ugandan president Yoweri Museveni was not there .,O O O B-org O B-per I-per O B-gpe O B-per I-per O O O O
"The day was not declared a national public holiday , which to some is a source of controversy .",O O O O O O O O O O O O O O O O O O O
Interior Minister Murat Sutalinov is at the prison to head negotiations with the inmates .,B-per I-per I-per I-per O O O O O O O O O O O
A statement from Nepal 's foreign ministry Saturday called the criticism objectionable and unacceptable .,O O O B-gpe O O B-tim I-tim O O O O O O O
Dr. Obote s coffin is now on a tour of several Ugandan towns .,B-per I-per O O O O O O O O O B-gpe O O
On Monday he will be buried at his ancestral home in northern Uganda .,O B-tim O O O O O O O O O O B-geo O
The 81-year-old leader died of kidney failure in South Africa last week .,O O O O O O O O B-geo I-geo O O O
He was toppled from power in 1985 and spent the rest of his life in exile in Zambia .,O O O O O O B-tim O O O O O O O O O O B-geo O
Portugal 's two biggest unions have launched a day of strikes to protest planned austerity measures .,B-per O O O O O O O O O O O O O O O O
"The strikes Wednesday affected the transport sector , grounding flights and causing the cancelation of some bus and train services .",O O B-tim O O O O O O O O O O O O O O O O O O
"Banking services and other businesses , including an automotive plant were also affected .",O O O O O O O O O O O O O O
"Unions , representing both public and private sector workers , expected the stoppage to be the biggest in 20 years .",O O O O O O O O O O O O O O O O O O B-tim O O
"The government proposes to address a budget crisis by slashing spending , including wage cuts for public workers .",O O O O O O O O O O O O O O O O O O O
European Council President Herman van Rompuy said Tuesday Portugal does not need the kind of financial bailout the European Union is discussing with Ireland .,B-org I-org B-per I-per I-per I-per O B-tim B-per O O O O O O O O O B-org I-org O O O B-geo O
The statement further urged foreign governments to refrain from making what it described as " insolent comments " about Nepal 's internal affairs .,O O O O O O O O O O O O O O O O O O O B-gpe O O O O
"He said Portugal 's banks are well capitalized , and that the country has not experienced the type of housing market collapse that has affected other economies .",O O B-per O O O O O O O O O O O O O O O O O O O O O O O O O
"British police have been out in force in Edinburgh , Scotland , Monday , where demonstrators have begun protesting the G-Eight conference of industrialized nations that opens Wednesday .",B-gpe O O O O O O O B-geo O B-geo O B-tim O O O O O O O O O O O O O O B-tim O
An undetermined number of arrests were reported after some of the protesters scuffled with police .,O O O O O O O O O O O O O O O O
There were no reports of serious violence .,O O O O O O O O
"Advocates of several causes have descended to promote their causes , including representatives from anti-military , anti-nuclear , and anti-globalization groups .",O O O O O O O O O O O O O O O O O O O O O O
"The pro-reunification party in Cyprus ' Turkish enclave has scored a strong victory in parliamentary elections , but not enough to gain an outright majority .",O O O O B-geo O B-gpe O O O O O O O O O O O O O O O O O O O
"The Republican Turkish Party of Prime Minister Mehmet Ali Talat secured 44 percent of the vote in Sunday 's election , well ahead of its opponent , the National Unity Party of former Prime Minister Dervis Eroglu .",O O O O O B-per O B-per I-per I-per O O O O O O O B-tim O O O O O O O O O O B-org I-org I-org O O B-per O B-per I-per O
"Mr. Talat , whose party won 24 of 50 seats in parliament , favors a United Nations plan to reunify the 30-year-old breakaway Turkish Cypriot enclave with the Greek Cypriot government .",B-per I-per O O O O O O O O O O O O O B-org I-org O O O O O O B-gpe I-gpe O O O B-gpe I-gpe O O
Mr. Eroglu strongly opposes the UN plan .,B-per I-per O O O B-org O O
"Greek Cypriots rejected reunification last year , but were allowed to join the European Union under a complicated set of rules for the divided island .",B-gpe I-gpe O O O O O O O O O O O B-org I-org O O O O O O O O O O O
"The response followed allegations by several other countries , including India , Japan , Britain and the United States , who all said Wednesday 's vote was flawed .",O O O O O O O O O O B-geo O B-geo O B-geo O O B-geo I-geo O O O O B-tim O O O O O
"Sunday 's vote was closely watched in Turkey , whose chances for EU membership hinge on resolution of the Cyprus dispute .",B-tim O O O O O O B-geo O O O O B-org O O O O O O B-geo O O
Indian authorities say an explosion set off by Maoist rebels in central Chhattisgarh state has killed 13 civilians and wounded several others .,B-gpe O O O O O O O B-org O O O B-geo O O O O O O O O O O
"Local police say the incident took place late Friday south of the state capital , Raipur , and that the blast was most likely intended for security forces .",O O O O O O O O B-tim O O O O O O B-per O O O O O O O O O O O O O
The Maoists have stepped up attacks on police and government supporters in the area in recent months .,O B-org O O O O O O O O O O O O O O O O
"Last week , they seized a train in neighboring eastern Jharkhand state , holding some 200 people on board at gunpoint for several hours before leaving .",O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O
The rebels say they are fighting on behalf of poor people and landless laborers .,O O O O O O O O O O O O O O O
A series of discouraging reports on the U.S. economy has brought sharp criticism from the Democrat who heads a key economic committee .,O O O O O O O B-geo O O O O O O B-geo I-geo O O O O O O O
Senator Charles Schumer said Friday reports showing a declining job market and record-high foreclosures are more evidence that the U.S. economy is headed for recession .,B-per I-per I-per O B-tim O O O O O O O O O O O O O O B-geo O O O O O O
Schumer accuses the Bush administration of doing far too little to fend off the economic crisis .,B-per O O B-per O O O O O O O O O O O O O
"White House spokesman Tony Fratto says the economy is in for a "" difficult quarter , "" but notes that the new stimulus plan is just getting underway .",B-org I-org O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O
Seven major opposition parties boycotted the vote and the election sparked almost daily anti-government demonstrations .,O O O O O O O O O O O O O O O O
He says it should restore economic growth .,O O O O O O O O
The world 's stock markets posted mixed results Wednesday after a week of turmoil that saw steep losses and some recovery .,O O O O O O O O B-tim O O O O O O O O O O O O O
The major U.S. stock market indexes lost around three-tenths of a percent after rising oil prices discouraged traders .,O O B-geo O O O O O B-tim I-tim O O O O O O O O O
European stock market indexes moved up two-tenths of a percent or more .,O O O O O O B-tim I-tim O O O O O
Dealers say many investors are concerned that the global market sell-off that began last week may resume .,O O O O O O O O O O O O O O O O O O
"Earlier in Asia , major indices fell almost one percent in Mumbai and Hong Kong , while Tokyo was down half-a-percent at the close .",O O B-geo O O O O O O O O B-geo O B-geo I-geo O O B-geo O O O O O O O
China 's official Xinhua news agency says an HIV-positive man in northern China has infected at least 18 people with the virus by repeatedly donating blood before knowing he had the disease .,B-geo O O B-org O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O
Three of the blood recipients have died .,O O O O O O O O
Xinhua says the man made 15 blood donations in Jilin province 's Dehui city between January of 2003 and June of 2004 .,B-org O O O O O O O O B-geo O O O O B-tim I-tim I-tim I-tim I-tim I-tim I-tim I-tim O
The report says his blood was apparently never tested for the deadly virus .,O O O O O O O O O O O O O O
